indicator,type,category,severity,brand,ip,ip_country,is_cloudflare,server_fp,favicon_mmh3,registered_at,title,groq_desc,form_labels,registrar,source
zithromax-azithromycin-buy.info,domain,ILLEGAL_DRUGS,HIGH,,,,False,4b8db6e031cc,,2025-07-28,DDoS-Guard,DDoS-Guard,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
zithromax-azithromycin.net,domain,ILLEGAL_DRUGS,HIGH,,190.115.31.173,BZ,False,4b8db6e031cc,,2025-07-24,DDoS-Guard,DDoS-Guard,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
zithromax250mgazithromycin.com,domain,ILLEGAL_DRUGS,HIGH,,190.115.31.173,BZ,False,4b8db6e031cc,,2025-07-28,DDoS-Guard,buygenerics.com is not available,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
zithromaxazithromycin24.com,domain,ILLEGAL_DRUGS,HIGH,,190.115.31.173,BZ,False,4b8db6e031cc,,2025-07-28,DDoS-Guard,Checking your browser before accessing buygenerics.com,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
001kpayments.com,domain,MALWARE_DIST,HIGH,,188.114.97.3,,True,811e0897f489,,2026-05-20,403 Forbidden,Potential malware distribution site with 403 forbidden error,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
aacdl.org,domain,MALWARE_DIST,HIGH,,172.67.212.9,,True,811e0897f489,-1268290761,2026-04-25,aacdl.org,"Sinkholed domain, potentially distributing malware.",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
abet.bot,domain,MALWARE_DIST,HIGH,,188.114.96.3,,True,811e0897f489,,2026-01-24,Товары,Potential malware distribution website.,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
any-swap.net,domain,MALWARE_DIST,HIGH,,188.114.96.3,,True,811e0897f489,,2026-05-26,Apache2 Ubuntu Default Page: It works,Apache2 Default Page It works! This is the default welcome page used to test the correct operation of the Apache2 server after installation on Ubuntu systems.,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
btmobandroid.com,domain,MALWARE_DIST,HIGH,BTMOB,188.114.97.3,,True,811e0897f489,-942440269,2026-05-06,BTMOB - Best Android Remote Control Tool 2026 | Android RAT,BTMOB - Best Android Remote Control Tool 2026 | Android RAT,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
casinorooyalguncelgirisin.icu,domain,MALWARE_DIST,HIGH,Casino,188.114.97.3,,True,811e0897f489,,2026-06-05,Web Server's Default Page,"Web server default page, potential malware distribution",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
clearspark28.com,domain,MALWARE_DIST,HIGH,,104.21.84.178,,True,811e0897f489,,2026-05-24,Suspected Malware | Cloudflare,Suspected malware distribution,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
cyberjanitor.org,domain,MALWARE_DIST,HIGH,Darkfall Atlas,5.161.182.77,US,False,a1b77bce0100,-1051349455,2026-04-29,Darkfall Atlas,Suspicious website with potential malware distribution,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
discordx.net,domain,MALWARE_DIST,HIGH,,188.114.97.3,,True,811e0897f489,,2026-04-28,Suspected Malware | Cloudflare,Suspected Malware distribution,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
domlnoss.com,domain,MALWARE_DIST,HIGH,,172.67.154.33,,True,811e0897f489,,2026-05-18,Access Denied,"Access denied, potentially a malware distribution site",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
dsadasdasdsad.com,domain,MALWARE_DIST,HIGH,,,,True,811e0897f489,,2026-05-20,403 Forbidden,Malware distribution website,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
dsfkjdnsjfndkjgdsffds.com,domain,MALWARE_DIST,HIGH,,185.177.239.92,PL,False,02ba156f3611,,2026-03-12,Apache2 Ubuntu Default Page: It works,Malware distribution website,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
ethosdebureau.com,domain,MALWARE_DIST,HIGH,,188.114.96.3,,True,811e0897f489,,2026-03-23,ethosdebureau.com | 502: Bad gateway,Index of / with potential malware distribution,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
fastflux.net,domain,MALWARE_DIST,HIGH,FastFlux,,,True,0ab5f121ab0d,475079066,2025-08-30,FastFlux,FastFlux redirecting to login,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
fh6-torrent.com,domain,MALWARE_DIST,HIGH,,31.76.87.47,GB,False,a1b77bce0100,,2026-05-31,Forza Horizon 6 Premium Edition,"Possible malware distribution site, specifically for Forza Horizon 6 Premium Edition",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
freshbase11.com,domain,MALWARE_DIST,HIGH,,188.114.97.3,,True,811e0897f489,,2026-05-24,Suspected Malware | Cloudflare,Malware distribution website,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
gcc-aramco.com,domain,MALWARE_DIST,HIGH,,168.235.125.96,US,False,d5c120ae16f8,,2026-05-30,Index of /,Malware distribution website,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
genericreviewsindia.com,domain,MALWARE_DIST,HIGH,,31.184.236.226,RU,False,24be2aa9d598,1798877347,2026-06-06,Generic Reviews India,Malware distribution website,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
getslots-au.com,domain,MALWARE_DIST,HIGH,,188.114.97.3,,True,811e0897f489,,2026-03-12,403 Forbidden,"Malware distribution website, 403 forbidden error",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
guncelcasinositeleri.icu,domain,MALWARE_DIST,HIGH,Casino,131.222.213.13,US,False,4492f7f3e69c,,2026-05-25,403 Forbidden,"403 Forbidden error, potentially a malware distribution website.",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
helionlabs.store,domain,MALWARE_DIST,HIGH,,104.21.10.69,,True,811e0897f489,-2076265955,2026-03-04,Landing - Helion Labs,"Website with a landing page, likely a malware distribution site",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
install333.cyou,domain,MALWARE_DIST,HIGH,,103.217.252.224,AU,False,d8c33640a2fc,,2026-03-20,403 Forbidden,Malware distribution website,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
install334.icu,domain,MALWARE_DIST,HIGH,,103.217.252.224,AU,False,d8c33640a2fc,-806000998,2026-03-20,File is ready to download,Malware distribution website,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
jetonia-france-casino.com,domain,MALWARE_DIST,HIGH,Jetonia,188.114.96.3,,True,811e0897f489,,2026-04-03,403 Forbidden,"403 Forbidden, potential malware distribution",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
kmspico.zip,domain,MALWARE_DIST,HIGH,KMSpico,188.114.96.3,,True,811e0897f489,1711808444,2026-03-15,KMSpico Download | Official KMS Pico Website 【New 2026】,,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
krutoysitelogz.xyz,domain,MALWARE_DIST,HIGH,,,,True,811e0897f489,,2026-06-06,Profiler — Access,Website with potential for malware distribution,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
ldb7.com,domain,MALWARE_DIST,HIGH,,154.219.108.225,HK,False,310865488d64,,2025-08-15,404 Not Found,"404 Not Found, potential malware distribution website",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
ledger-websupport.net,domain,MALWARE_DIST,HIGH,Ledger,172.67.140.180,,True,811e0897f489,,2025-07-21,Attention Required! | Cloudflare,Potential malware distribution website for Ledger,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
lxchallengers.com,domain,MALWARE_DIST,HIGH,lxchallengers.com,104.21.49.35,,True,811e0897f489,,2026-06-04,Suspected Phishing | Cloudflare,Origin web server is not reachable,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
mtdrtek2026.icu,domain,MALWARE_DIST,HIGH,,84.200.16.210,DE,False,d8c33640a2fc,,2026-05-27,403 Forbidden,403 Forbidden,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
networkv2.com,domain,MALWARE_DIST,HIGH,,188.114.96.3,,True,811e0897f489,,2025-05-24,403 Forbidden,403 Forbidden error,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
neugox.com,domain,MALWARE_DIST,HIGH,Casino,172.67.215.227,,False,24be2aa9d598,-1735053807,2026-05-12,Neugox: Most Popular Online Crypto Casino Based on Blockchain,Malware distribution website with no legitimate information,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
oficial-kmspico.org,domain,MALWARE_DIST,HIGH,KMSpico,188.114.96.3,,True,811e0897f489,1711808444,2024-05-21,🥇 Baixe o Ativador KMSpico | Site Oficial 【2026】,,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
pagereinray.com,domain,MALWARE_DIST,HIGH,,46.202.158.142,UA,False,4492f7f3e69c,,2026-05-19,403 Forbidden,Malware distribution website,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
pharmdiscounts.com,domain,MALWARE_DIST,HIGH,,91.202.233.53,TM,False,a1b77bce0100,,2026-03-18,403 Forbidden,Malware distribution website,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
prestivo-spin-casino.com,domain,MALWARE_DIST,HIGH,Casino,188.114.96.3,,True,811e0897f489,,2026-04-03,403 Forbidden,403 Forbidden error on Prestivo Spin Casino,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
propecia-finasteride-5mg.net,domain,MALWARE_DIST,HIGH,,190.115.31.173,BZ,False,4b8db6e031cc,,2025-11-17,DDoS-Guard,Potential malware distribution website,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
propecia-finasteride-generic.org,domain,MALWARE_DIST,HIGH,,,,False,4b8db6e031cc,,2025-07-28,DDoS-Guard,Potential malware distribution website,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
propeciafinasteride-buy.org,domain,MALWARE_DIST,HIGH,,190.115.31.173,BZ,False,4b8db6e031cc,,2025-10-31,DDoS-Guard,Potential malware distribution website,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
redbreach.xyz,domain,MALWARE_DIST,HIGH,,,,True,811e0897f489,,2026-05-17,Just a moment...,Site with a suspicious title and potential malware distribution,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
rexfuse.com,domain,MALWARE_DIST,HIGH,Rex Fuse,2.26.74.186,GB,False,d8c33640a2fc,,2026-06-04,Rex Fuse - Home,Potential malware distribution website,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
richard-casino2.com,domain,MALWARE_DIST,HIGH,Casino,,,True,811e0897f489,,2026-03-24,403 Forbidden,"403 Forbidden error page, potentially malicious",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
robloxing.org,domain,MALWARE_DIST,HIGH,Robloxing,,,False,4492f7f3e69c,-1823733956,2026-02-05,"Robloxing 🥇 v2.3 Full Guide to Robloxing, Delta & Scripts | Updated 2026",Potential malware distribution website with Robloxing content,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
shepherdlm.org,domain,MALWARE_DIST,HIGH,,188.114.97.3,,True,811e0897f489,,2026-05-27,Just a moment...,"Website performing security verification, possibly distributing malware",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
skinorac.org,domain,MALWARE_DIST,HIGH,,188.114.96.3,,True,811e0897f489,-362064012,2023-09-27,Attention Required! | Cloudflare,Cloudflare security service website,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
smriti.live,domain,MALWARE_DIST,HIGH,Smriti,76.76.21.98,US,True,811e0897f489,,2025-04-19,Smriti AI | The #1 AI Study Tool for Students,Malware distribution site posing as an AI study tool,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
stakecapex01.com,domain,MALWARE_DIST,HIGH,,188.114.97.3,,True,811e0897f489,,2026-03-22,Stake Capex 0.1 - Strategie di trading giornaliere svelate,Malware distribution platform,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
stakecapex100.com,domain,MALWARE_DIST,HIGH,,104.21.68.68,,True,811e0897f489,,2026-03-22,Outils de trading professionnels – Stake Capex 100,Malware distribution platform,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
stakecapexxp.com,domain,MALWARE_DIST,HIGH,,104.21.5.203,,True,811e0897f489,,2026-03-22,Stake Capex Xp - Outils de trading d'investissement avancés,Malware distribution platform,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
testny.icu,domain,MALWARE_DIST,HIGH,WhatsApp Dumper,,,True,811e0897f489,,2026-05-11,Log in - Laravel,Suspicious WhatsApp dumper tool,password,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
wild-card-casino-login.com,domain,MALWARE_DIST,HIGH,Casino,188.114.96.3,,True,811e0897f489,,2026-04-06,403 Forbidden,"403 Forbidden, possibly malware distribution",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
wildcard-casino-log-in.com,domain,MALWARE_DIST,HIGH,Casino,104.21.87.11,,True,811e0897f489,,2026-04-13,403 Forbidden,"403 Forbidden, possibly malware distribution",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
wildcardcasinolog-in-au.com,domain,MALWARE_DIST,HIGH,Casino,188.114.96.3,,True,0ab5f121ab0d,1651812672,2026-05-05,Wild Card City Casino Australia | Login & Sign Up,"403 Forbidden, possibly malware distribution",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
worldpharmacyonline.com,domain,MALWARE_DIST,HIGH,,190.115.31.173,BZ,False,4b8db6e031cc,,2025-07-30,DDoS-Guard,DDoS-Guard protection with possible malware distribution,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
492953-ledger.com,domain,PHISHING_CRYPTO,HIGH,Ledger,172.67.174.91,,True,811e0897f489,,2026-05-24,Suspected Phishing | Cloudflare,Website has been reported for potential phishing and cryptocurrency-related threats.,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
582922-ledger.com,domain,PHISHING_CRYPTO,HIGH,,104.21.82.206,,True,811e0897f489,,2026-06-03,,Website is a phishing site for Ledger cryptocurrency wallet.,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
58293-login-coinbase.com,domain,PHISHING_CRYPTO,HIGH,,104.21.52.7,,True,811e0897f489,,2026-05-23,Suspected Phishing | Cloudflare,Website is a phishing site for Coinbase cryptocurrency exchange.,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
582994-ledger.com,domain,PHISHING_CRYPTO,HIGH,,104.21.95.106,,True,811e0897f489,,2026-06-01,Suspected Phishing | Cloudflare,Website is a phishing site for Ledger cryptocurrency wallet.,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
afinil.com,domain,PHISHING_CRYPTO,HIGH,,190.115.31.174,BZ,False,4b8db6e031cc,,2014-12-28,Buy Cheap Nootropics [Otc] in the Best Modafinil E-Pharmacy - Afinil.com,Suspicious online pharmacy selling nootropics,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
afinilexpress.com,domain,PHISHING_CRYPTO,HIGH,,188.114.96.3,,True,811e0897f489,,2024-11-21,Buy Modafinil Online [No Rx] for Cheap Price - Afinil Express,Suspicious online pharmacy selling modafinil,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
anabolenxxl.com,domain,PHISHING_CRYPTO,HIGH,,92.113.23.224,UA,False,6a5775a063a2,,2026-05-09,Checking your browser before accessing. Just a moment...,Potential cryptocurrency phishing attempt,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
aurex.trading,domain,PHISHING_CRYPTO,HIGH,,,,True,811e0897f489,-740408114,2026-04-28,Aurex — Spot trading and instant convert — fully under your control,Spot trading and instant convert — fully under your control,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
aurumpay.net,domain,PHISHING_CRYPTO,HIGH,,193.233.75.117,DE,False,be553a823ed4,,2026-05-28,USDT Оплата QR,USDT Оплата QR,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
beastwin.org,domain,PHISHING_CRYPTO,HIGH,Casino,104.21.2.226,,True,811e0897f489,-736095526,2026-05-19,Beastwin: Most Popular Online Crypto Casino Based on Blockchain,Phishing website impersonating a crypto casino,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
bedovex.com,domain,PHISHING_CRYPTO,HIGH,Casino,172.67.200.78,,True,811e0897f489,,2026-04-16,Bedovex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Phishing website impersonating a crypto casino,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
begowex.com,domain,PHISHING_CRYPTO,HIGH,Casino,188.114.96.3,,True,811e0897f489,1869784862,2026-04-24,Begowex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Phishing website impersonating a crypto casino,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
benomexy.com,domain,PHISHING_CRYPTO,HIGH,Casino,188.114.97.3,,True,811e0897f489,-736095526,2026-06-05,Benomexy: Most Popular Online Crypto Casino Based on Blockchain,Phishing website impersonating a crypto casino,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
besofex.com,domain,PHISHING_CRYPTO,HIGH,,188.114.97.3,,True,811e0897f489,,2026-04-14,Suspected Phishing | Cloudflare,Elon Musk's official crypto casino with suspicious registration and bonus claims,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
besovex.com,domain,PHISHING_CRYPTO,HIGH,Casino,188.114.96.3,,True,0ab5f121ab0d,444590199,2026-04-20,Besovex Casino Games & Sports Betting | Play and Win Online,Phishing website impersonating a crypto casino,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
besowin156.pro,domain,PHISHING_CRYPTO,HIGH,Casino,188.114.96.3,,False,c7cc5bd0c92d,,2026-04-04,Besowin156: Most Popular Online Crypto Casino Based on Blockchain,Phishing website impersonating a crypto casino,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
betcas.pro,domain,PHISHING_CRYPTO,HIGH,,188.114.96.3,,True,811e0897f489,,2026-04-25,Suspected Phishing | Cloudflare,Elon Musk's official crypto casino with suspicious registration and bonus claims,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
betovex.com,domain,PHISHING_CRYPTO,HIGH,Casino,188.114.96.3,,True,811e0897f489,1869784862,2026-04-02,Betovex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Suspicious cryptocurrency casino website claiming to be powered by Elon Musk,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
betportal.pro,domain,PHISHING_CRYPTO,HIGH,Casino,188.114.97.3,,True,811e0897f489,-736095526,2026-04-20,Betportal: Most Popular Online Crypto Casino Based on Blockchain,Suspicious cryptocurrency casino website based on blockchain technology,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
betsiogameuk.com,domain,PHISHING_CRYPTO,HIGH,Casino,188.114.96.3,,True,811e0897f489,,2026-05-29,"Bet Sio Casino Review: Fast Crypto Play, Big Games & Bonuses",Suspicious cryptocurrency casino website with big games and bonuses,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
binance-hq.com,domain,PHISHING_CRYPTO,HIGH,Binance,,,False,a1b77bce0100,,2026-04-09,币安交易所 | 全球领先的加密货币交易平台 - 安全、快速、专业的数字资产交易入口,Fake Binance website for phishing,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
binance-invite.com,domain,PHISHING_CRYPTO,HIGH,Binance,172.67.194.26,,True,811e0897f489,-1851603426,2026-05-11,币安官网 - 全球领先的加密货币交易所 | Binance - 安全交易，开启数字资产新时代,Fake Binance website for phishing,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
binance-op.com,domain,PHISHING_CRYPTO,HIGH,Binance,188.114.96.3,,True,811e0897f489,-1851603426,2026-05-11,币安官网 - 全球领先的加密货币交易所 | Binance - 安全交易，开启数字资产新时代,Fake Binance website for phishing,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
binance-qw.com,domain,PHISHING_CRYPTO,HIGH,Binance,188.114.96.3,,True,811e0897f489,-1851603426,2026-05-11,币安 Binance 官网 - 全球领先加密货币交易所 - 安全交易，财富自由,Fake Binance website for phishing,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
binance-ud.com,domain,PHISHING_CRYPTO,HIGH,Binance,188.114.97.3,,True,811e0897f489,-1851603426,2026-05-11,币安官网 - 全球领先加密货币交易所 | Binance - 安全交易，开启数字财富新时代,Fake Binance website for phishing,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
binance-yt.com,domain,PHISHING_CRYPTO,HIGH,Binance,104.21.72.35,,True,811e0897f489,-1851603426,2026-05-11,币安 Binance - 全球领先的加密货币交易所官网 - 安全交易，开启数字资产新时代,Fake Binance website for phishing,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
binance-zo.com,domain,PHISHING_CRYPTO,HIGH,Binance,188.114.97.3,,True,811e0897f489,-1851603426,2026-05-11,币安官网 - 全球领先加密货币交易所 | Binance - 安全交易，开启数字资产新时代,Fake Binance website for phishing,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
blaze-swap.net,domain,PHISHING_CRYPTO,HIGH,,188.114.96.3,,True,811e0897f489,-1890739803,2026-05-08,Blazeswap — Decentralized Token Swap on Flare,A website that may be used for phishing attacks targeting cryptocurrency users.,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
blaze-swap.org,domain,PHISHING_CRYPTO,HIGH,,188.114.97.3,,True,811e0897f489,-219094473,2026-05-26,BlazeSwap on Flare Network — An Independent Reference | blaze-swap.org,A website that may be used for phishing attacks targeting cryptocurrency users.,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
blazeswaps.net,domain,PHISHING_CRYPTO,HIGH,,104.21.65.68,,True,811e0897f489,-205315622,2026-04-13,BlazeSwap - Decentralized Exchange on Flare & Songbird,A website that may be used for phishing attacks targeting cryptocurrency users.,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
btc-x2b.com,domain,PHISHING_CRYPTO,HIGH,,188.114.96.3,,True,811e0897f489,658456514,2026-05-29,Biggest Crypto Giveaway | ELON MUSK GIVEAWAY,Biggest Crypto Giveaway | ELON MUSK GIVEAWAY,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
buymodafinilonline.com,domain,PHISHING_CRYPTO,HIGH,password,190.115.31.150,BZ,False,4b8db6e031cc,,2017-01-16,Buy Generic Modafinil [Smart Drugs] for Best Price - BuyModafinilOnline,"Phishing website for buying Modafinil online, possibly related to cryptocurrency",password,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
calupohde.com,domain,PHISHING_CRYPTO,HIGH,Calupoh Casino,188.114.96.3,,True,811e0897f489,,2026-05-29,"Calupoh Casino: Schnelle Krypto-Auszahlungen, starke Slots und moderne Mobile-Nutzung",Online casino with fast crypto withdrawals,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
cialisbitcoins.com,domain,PHISHING_CRYPTO,HIGH,,190.115.31.159,BZ,False,4b8db6e031cc,,2016-02-27,Buy Cialis Online – Bitcoin & Credit Card – $0.99 Cheapest,Potential phishing website for cialis purchase using bitcoin.,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
coinbar-egiris.icu,domain,PHISHING_CRYPTO,HIGH,,188.114.96.3,,True,811e0897f489,,2026-06-05,Just a moment...,Phishing attempt for a cryptocurrency exchange,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
coinbar-kazanvip.icu,domain,PHISHING_CRYPTO,HIGH,,104.21.36.65,,True,811e0897f489,,2026-06-05,Just a moment...,Phishing attempt for a cryptocurrency exchange,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
coinbstaking.com,domain,PHISHING_CRYPTO,HIGH,,172.67.151.69,,True,811e0897f489,,2026-01-08,Suspected Phishing | Cloudflare,Phishing attempt for cryptocurrency staking,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
dashlasixhex.com,domain,PHISHING_CRYPTO,HIGH,Dash Lasix Hex,172.67.158.237,,True,811e0897f489,,2026-03-22,Dash Lasix Hex – Seu Parceiro de Negociação | Site Oficial,Phishing site for crypto investment,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
dashlexiproneo.com,domain,PHISHING_CRYPTO,HIGH,Dash Lexipro Neo,172.67.146.47,,True,811e0897f489,,2026-03-22,Estratégias de negociação em tempo real no mercado – Dash Lexipro Neo,Phishing site for crypto investment,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
denemebonusuozelvip.icu,domain,PHISHING_CRYPTO,HIGH,,131.222.213.13,US,False,4492f7f3e69c,,2026-05-24,403 Forbidden,High-risk cryptocurrency-related phishing attempt with DDoS protection,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
denoxplay.com,domain,PHISHING_CRYPTO,HIGH,,188.114.97.3,,True,811e0897f489,,2026-04-28,Suspected Phishing | Cloudflare,Suspicious domain with cryptocurrency phishing characteristics,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
derewex.com,domain,PHISHING_CRYPTO,HIGH,Derewex,104.21.20.126,,True,811e0897f489,1869784862,2026-05-20,Derewex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Phishing website claiming to be Elon Musk's official crypto casino,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
derozex.com,domain,PHISHING_CRYPTO,HIGH,,188.114.97.3,,True,811e0897f489,,2026-05-22,Just a moment...,Suspicious domain with cryptocurrency phishing characteristics and security verification,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
desovex.com,domain,PHISHING_CRYPTO,HIGH,Desovex,172.67.217.77,,True,811e0897f489,1869784862,2026-04-05,Desovex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Phishing website claiming to be Elon Musk's official crypto casino,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
desuwex.com,domain,PHISHING_CRYPTO,HIGH,Desuwex,188.114.97.3,,True,811e0897f489,,2026-05-02,Desuwex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Phishing website claiming to be Elon Musk's official crypto casino,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
devumex.com,domain,PHISHING_CRYPTO,HIGH,Devumex,172.67.130.235,,True,811e0897f489,1869784862,2026-05-08,Devumex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Phishing website claiming to be Elon Musk's official crypto casino,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
domewex.com,domain,PHISHING_CRYPTO,HIGH,Casino,104.21.22.211,,True,811e0897f489,,2026-05-02,Domewex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Potential phishing crypto domain claiming to be Elon Musk's official casino,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
elonbeastx.com,domain,PHISHING_CRYPTO,HIGH,Casino,104.21.78.59,,True,811e0897f489,1869784862,2026-04-02,Elonbeastx: Elon Musk’s Official Crypto Casino Powered by Blockchain,Potential phishing crypto domain claiming to be Elon Musk's official casino,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
fenix-finance.org,domain,PHISHING_CRYPTO,HIGH,,188.114.97.3,,True,811e0897f489,580077672,2026-05-19,Fenix Finance — DeFi Token Swaps on Blast Network,Suspicious cryptocurrency-related phishing website,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
