domain,registrar,registered_at,expiring_at,emails,phones,ip,ip_country,status_code,page_type,final_url,server,server_fp,is_cloudflare,favicon_mmh3,body_simhash,parking_service,title,h1,meta_desc,body_text_500,lang,form_count,field_types,form_labels,captcha,screenshot,threat_hits,threat_sources,threat_types,ti_max_severity,category,severity,severity_label,brand,notes,groq_desc,ip_asn
winna-crypto-casino.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-29,2027-04-29,,,,,200,redirect_external,https://winna-crypto-casino.com,cloudflare,0ab5f121ab0d,True,,c023f3a5b843cae4,,"Winna Crypto Casino: rakeback, hry a okamžité výběry","Winna Crypto Casino — Rakeback Každých 7 Minut, 5 200+ Her a Okamžité Výběry","Winna Crypto Casino s informacemi o rakebacku, VIP programu, hrách, kryptoplatbách, registraci a pravidlech hry pro hráče 18+.","Speciální bonus pro nováčky150% až do výše 500 € + 50 spinů zdarmaZískat bonusWinna Crypto Casino — Rakeback Každých 7 Minut, 5 200+ Her a Okamžité VýběryWinna Crypto Casino funguje od roku 2024 a od začátku jsme ho postavili jako platformu čistě pro kryptoměnové hráče. Místo jednorázového uvítacího bonusu nabízíme průběžné odměňování: rakeback se u nás připisuje každých 7 minut bez ohledu na výsledek sázky, od první VIP úrovně. S rostoucím objemem sázek procentuální sazba stoupá, na nejvyšších ",cs,,,,,screenshots/winna-crypto-casino.com.jpg,0,,,0,CRYPTO_DRAIN,3,HIGH,Winna Crypto Casino,srv_fp:0ab5f121ab0d,Potential crypto drain targeting players,
bitmixers.net,Fewmoretaps OU d/b/a Trustname.com,2026-06-05,2027-06-05,,,172.67.215.164,US,200,active_content,https://bitmixers.net/,cloudflare,811e0897f489,True,-1230798092,db66b9d76f2cc44d,,Bitcoin Mixers 2026 — BTC Mixers - Best Crypto mixers,"Bitcoin is public.
Bitcoin mixers fix that.","A Guide to Bitcoin Mixers in 2026. What Bitcoin mixers do, why people use them, and what to look out for. A selection of the best Bitcoin mixers.","BITMIXERS · BTC PRIVACY · EDITION 2026 Bitcoin is public. Bitcoin mixers fix that. A plain look at BTC mixers in 2026 — how they work, where they fall short, and what to look for before you send coins anywhere. No hype, no upsell. ₿ YOUR WALLET MIXING POOL UNRELATED WALLETS 0% typical mixer fee 0 years since CoinJoin draft $0 est. BTC mixed in 2025 How a bitcoin mixer works. Behind every BTC mixer is the same idea — break the link between the wallet that sends coins in and the wallet that receiv",en,,,,,screenshots/bitmixers.net.jpg,0,,,0,CRYPTO_MIXER,3,HIGH,,srv_fp:811e0897f489; fav:-1230798092,"A website offering Bitcoin mixing services, potentially used for illicit activities.",AS13335
ffsend.com,Fewmoretaps OU d/b/a Trustname.com,2023-01-07,2027-01-07,,,,,200,active_content,https://ffsend.com,cloudflare,811e0897f489,True,,ef6555958400ddcf,,Fast File Send - Home,WELCOME TO FAST FILE SEND!,,"Welcome to Fast File Send! It's under re-construction... Faster loading, unbreakable reliability, and robust security — delivering your content instantly to users everywhere. Our Content Delivery Network (CDN) service accelerates your website and applications by delivering content from a global network of edge servers closest to your users. Enjoy lightning-fast load times, reduced latency, seamless scalability during traffic peaks, lower bandwidth costs, and enhanced security with built-in DDoS ",en,,,,,screenshots/ffsend.com.jpg,0,,,0,CRYPTO_MIXER,3,HIGH,ffsend,srv_fp:811e0897f489,"Service for fast file sending, possibly used for cryptocurrency mixing",
japanopenchains.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-13,2027-05-13,,,188.114.96.3,US,403,active_content,https://japanopenchains.com,cloudflare,811e0897f489,True,-1156496750,c3afb4952c46d894,,Just a moment...,,,,,,,,,,0,,,0,CRYPTO_MIXER,3,HIGH,,srv_fp:811e0897f489; fav:-1156496750,"Unknown purpose, possibly a cryptocurrency mixer.",AS13335
trading-plus2026.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-23,2027-05-23,,,104.21.67.102,US,200,low_content,http://trading-plus2026.com,cloudflare,811e0897f489,True,,e62d1ad39f59be9d,,Website trading-plus2026.com is ready. The content is to be added,,,Greetings! Приветствуем! Website trading-plus2026.com is ready. The content is to be added. Сайт trading-plus2026.com только что создан. Содержимое появится позже. ispmanager © 1997 - 2026,,,,,,screenshots/trading-plus2026.com.jpg,0,,,0,CRYPTO_MIXER,3,HIGH,,srv_fp:811e0897f489,"This website is a newly created site with a placeholder message, possibly related to cryptocurrency mixing or other illicit activities.",AS13335
whirmix.com,Fewmoretaps OU d/b/a Trustname.com,2025-06-10,2027-06-10,,,188.114.97.3,US,200,redirect_external,https://whirmix.com,cloudflare,811e0897f489,True,,c747b187c5059ddd,,Whir Bitcoin Mixer | Whir BTC Blender & Whir Tumbler,Whir - The Best Bitcoin Mixer,"Whir - The Best Bitcoin Mixer. Use Whir Bitcoin Mixer, Bitcoin Blender, and Bitcoin Tumbler to anonymize your BTC. Discover top Bitcoin mixers now!","About Whir Bitcoin Mixer Welcome to Whir, the Best Bitcoin Mixer trusted by thousands worldwide. Our Whir BTC Mixer and Whir Bitcoin Tumbler services guarantee ultimate transaction privacy. Using cutting-edge techniques, we protect your identity and financial activities from prying eyes. At Whir, we believe that privacy is a fundamental right for everyone in the crypto ecosystem. Blockchain transparency is both a strength and a weakness. While it ensures open verification, it also exposes your f",en,,,,,screenshots/whirmix.com.jpg,0,,,0,CRYPTO_MIXER,3,HIGH,,srv_fp:811e0897f489,Bitcoin mixer website,AS13335
aml-tracer.com,Fewmoretaps OU d/b/a Trustname.com,2026-06-04,2027-06-04,,+7-495-646-646-3,188.114.96.3,US,200,active_content,https://aml-tracer.com,cloudflare,811e0897f489,True,-77768254,efa034112e67d0a5,,403 Forbidden,Forbidden,,Forbidden You don't have permission to access this resource. Apache/2.4.52 (Ubuntu) Server at aml-tracer.com Port 80,,,,,,screenshots/aml-tracer.com.jpg,0,,,0,CRYPTO_SCAM,3,HIGH,,srv_fp:811e0897f489; fav:-77768254,Potential cryptocurrency scam or phishing attempt,AS13335
aresbet-egiris.icu,Fewmoretaps OU d/b/a Trustname.com,2026-06-05,2027-06-05,,,104.21.51.69,US,403,active_content,https://aresbet-egiris.icu,cloudflare,811e0897f489,True,,c2ab9ca5ac42c895,,Just a moment...,,,,,,,,,,0,,,0,CRYPTO_SCAM,3,HIGH,,srv_fp:811e0897f489,Website performing security verification with malicious intent,AS13335
aresbet-hepgir.icu,Fewmoretaps OU d/b/a Trustname.com,2026-06-05,2027-06-05,,,104.21.90.58,US,403,active_content,https://aresbet-hepgir.icu,cloudflare,811e0897f489,True,,c2a39480ac468895,,Just a moment...,,,,,,,,,,0,,,0,CRYPTO_SCAM,3,HIGH,,srv_fp:811e0897f489,Website performing security verification with malicious intent,AS13335
aster-trade.net,Fewmoretaps OU d/b/a Trustname.com,2026-05-08,2027-05-08,,,188.114.96.3,US,200,active_content,https://aster-trade.net,cloudflare,811e0897f489,True,,2b489c14ca49c104,,Aster Trade — Perpetual DEX Trading Platform,Aster Trade — Trade Perpetuals Without Limits,"Trade perpetuals on Aster Trade with low fees, deep liquidity, up to 100x leverage, and multichain support. Non-custodial and built for all traders.","Aster Trade — Trade Perpetuals Without Limits The Aster Trade platform is a non-custodial perpetual DEX where you can open long and short positions on crypto and tokenized stocks with up to 100x leverage, tight spreads, and settlement that never touches a centralized custodian. Start Trading Why Aster Trade Plenty of exchanges promise low fees. Few actually deliver them alongside genuine liquidity depth and real on-chain settlement. Here is what sets Aster Trade's protocol apart. You keep your k",en,,,,,screenshots/aster-trade.net.jpg,0,,,0,CRYPTO_SCAM,3,HIGH,,srv_fp:811e0897f489,Fake cryptocurrency trading platform,AS13335
aura-finance.org,Fewmoretaps OU d/b/a Trustname.com,2026-05-18,2027-05-18,,,188.114.97.3,US,200,active_content,https://aura-finance.org,cloudflare,811e0897f489,True,64091843,c3c931905721fbd7,,Aura Finance — DeFi Yield & Governance Protocol,About Aura Finance,"Learn about Aura Finance, the DeFi protocol maximizing BAL yield and governance power. Discover our mission, technology, tokenomics, and community.","About Aura Finance Boosting DeFi yield potential and governance power across the Balancer ecosystem — discover the protocol behind auraBAL. Our Mission Empowering DeFi participants with amplified yield and governance influence Aura Finance is a DeFi protocol built on top of Balancer, designed to maximize yield potential and governance power for BAL token holders. By locking BAL into veBAL on behalf of users and distributing boosted rewards, Aura Finance removes the complexity of gauge voting and",en,,,,,screenshots/aura-finance.org.jpg,0,,,0,CRYPTO_SCAM,3,HIGH,,srv_fp:811e0897f489; fav:64091843,Fake cryptocurrency finance platform,AS13335
betmeme.net,Fewmoretaps OU d/b/a Trustname.com,2026-04-19,2027-04-19,,,172.67.177.233,US,200,active_content,https://betmeme.net/,cloudflare,811e0897f489,True,-736095526,c4ff49d81f0a96a0,,Betmeme: Most Popular Online Crypto Casino Based on Blockchain,,,,,,,,,,0,,,0,CRYPTO_SCAM,3,HIGH,Casino,srv_fp:811e0897f489; fav:-736095526,Online crypto casino based on blockchain,AS13335
boostcapexxr.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-22,2027-03-22,,,188.114.96.3,US,200,active_with_forms,https://boostcapexxr.com/,cloudflare,811e0897f489,True,-1912344756,c24e10c8df8190cc,,Opportunità di mercato sbloccate – Boost Capex Xr,"Scopri ogni giorno $2,000 opportunità di trading dal vivo
Boost Capex Xr",Boost Capex Xr è una piattaforma di trading affidabile che offre analisi di mercato e automazione. Accedi oggi stesso agli strumenti in tempo reale.,"Scopri ogni giorno $2,000 opportunità di trading dal vivo Boost Capex Xr Costruisci il tuo percorso di trading tramite link a broker affidabili e inizia il tuo viaggio con maggiore consapevolezza e tranquillità. Nome di battesimo Cognome E-mail Did you mean ? Replace La protezione per questo sito è fornita da reCAPTCHA insieme a Google politica sulla riservatezza E Termini di servizio. Inizia ora Nome di battesimo Cognome E-mail Intendevi ? Sostituire Numero di telefono+382United Kingdom+44Afgha",en-US,3,"text:firstname, text:lastname, email:email, text:firstname, text:lastname, email:email, text:phone_number, email:your-email",,,screenshots/boostcapexxr.com.jpg,0,,,0,CRYPTO_SCAM,3,HIGH,,srv_fp:811e0897f489; fav:-1912344756,Fake cryptocurrency investment website,AS13335
boostdiamoxai.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-22,2027-03-22,,,188.114.96.3,US,200,active_with_forms,https://boostdiamoxai.com/,cloudflare,811e0897f489,True,-1912344756,824e104cdf819044,,Boost Diamox Ai - Opportunità di trading in tempo reale,"Entra oggi stesso in $10,000 opportunità di trading
Boost Diamox Ai",Boost Diamox Ai è una piattaforma affidabile con strumenti in tempo reale e analisi di esperti. Iscriviti oggi stesso e fai trading con fiducia.,"Entra oggi stesso in $10,000 opportunità di trading Boost Diamox Ai Stabilisci il tuo percorso di trading tramite link a broker affidabili e intraprendi la fase iniziale con maggiore consapevolezza e tranquillità. Nome di battesimo Cognome E-mail Did you mean ? Replace Google politica sulla riservatezza E Termini di servizio su questo sito vengono applicati controlli di sicurezza tramite reCAPTCHA. Inizia ora Nome di battesimo Cognome E-mail Intendevi ? Sostituire Numero di telefono+382United Ki",en-US,3,"text:firstname, text:lastname, email:email, text:firstname, text:lastname, email:email, text:phone_number, email:your-email",,,screenshots/boostdiamoxai.com.jpg,0,,,0,CRYPTO_SCAM,3,HIGH,,srv_fp:811e0897f489; fav:-1912344756,Fake cryptocurrency investment website,AS13335
boostiplexfin.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-22,2027-03-22,,,188.114.97.3,US,200,active_with_forms,https://boostiplexfin.com/,cloudflare,811e0897f489,True,-1912344756,c24e184cdfc190cc,,Boost iPlex Fin: Sbloccare il potenziale dei mercati,"Inizia a esplorare oltre $5,000 potenziali di trading
Boost iPlex Fin",Boost iPlex Fin è una piattaforma affidabile che offre analisi di mercato quotidiane e strumenti basati sull'intelligenza artificiale. Iscriviti oggi stesso e fai trading in tutta sicurezza.,"Inizia a esplorare oltre $5,000 potenziali di trading Boost iPlex Fin Inizia il tuo percorso di trading con link a broker affidabili e fai il primo passo con maggiore lucidità e tranquillità. Nome di battesimo Cognome E-mail Did you mean ? Replace reCAPTCHA e Google politica sulla riservatezza insieme a Termini di servizio sono responsabili della protezione di questo sito. Inizia ora Nome di battesimo Cognome E-mail Intendevi ? Sostituire Numero di telefono+382United Kingdom+44Afghanistan (‫افغا",en-US,3,"text:firstname, text:lastname, email:email, text:firstname, text:lastname, email:email, text:phone_number, email:your-email",,,screenshots/boostiplexfin.com.jpg,0,,,0,CRYPTO_SCAM,3,HIGH,,srv_fp:811e0897f489; fav:-1912344756,Fake cryptocurrency investment website,AS13335
boostlexipro2u.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-22,2027-03-22,,,188.114.96.3,US,200,active_with_forms,https://boostlexipro2u.com/,cloudflare,811e0897f489,True,-1912344756,c24e18cc9f8190cc,,Opportunità di mercato avanzate – Boost Lexipro 2U,"Sblocca $10,000 in Tendenze e approfondimenti sul trading
Boost Lexipro 2U",Boost Lexipro 2U è una piattaforma di trading creata da esperti. Unisciti a migliaia di utenti che utilizzano l'intelligenza artificiale e strumenti di mercato in tempo reale per fare trading in modo ,"Sblocca $10,000 in Tendenze e approfondimenti sul trading Boost Lexipro 2U Inizia la tua avventura nel trading tramite link a broker affidabili e fai il primo passo con maggiore consapevolezza e tranquillità. Nome di battesimo Cognome E-mail Did you mean ? Replace La protezione per questo sito è fornita da reCAPTCHA e da Google politica sulla riservatezza E Termini di servizio sono applicabili. Inizia ora Nome di battesimo Cognome E-mail Intendevi ? Sostituire Numero di telefono+382United Kingdo",en-US,3,"text:firstname, text:lastname, email:email, text:firstname, text:lastname, email:email, text:phone_number, email:your-email",,,screenshots/boostlexipro2u.com.jpg,0,,,0,CRYPTO_SCAM,3,HIGH,,srv_fp:811e0897f489; fav:-1912344756,Fake cryptocurrency investment website,AS13335
cladehub.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-04,2027-05-04,,,172.67.132.31,US,200,active_content,https://cladehub.com,cloudflare,811e0897f489,True,-537930227,c2adb084e54135fa,,Download Claude | Claude by Anthropic,Download Claude,,"Explore hereDownload ClaudeChat, Claude Cowork, and Claude Code, all in one place.Download for macOSDownload for macOSDownload for macOSDownload for WindowsDownload for WindowsDownload for WindowsWindows (arm64)Windows (arm64)Windows (arm64)Download for ChromeOSDownload for ChromeOSDownload for ChromeOSNot available for LinuxNot available for LinuxNot available for LinuxGet startedAccess all of Claude on desktop and mobile.‍DesktopAll of Claude, in one app. Works with your files and apps to get ",en-US,2,"textarea:field, checkbox:, checkbox:, checkbox:",,,screenshots/cladehub.com.jpg,0,,,0,CRYPTO_SCAM,3,HIGH,,srv_fp:811e0897f489; fav:-537930227,"Download Claude by Anthropic, suspected scam",AS13335
clipfiofficial.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-23,2027-03-23,,,188.114.97.3,US,200,active_with_forms,https://clipfiofficial.com,cloudflare,811e0897f489,True,,362618d3e20bd8f6,,"ClipFi - The Creator Economy, Powered by AI & Crypto",,,"The Creator Economy, Powered by AI & CryptoType your story. Videra AI turns it into stunning video—instantlyDiscover nowDiscover nowLearn MoreLearn MoreCreate. Clip. Earn.*Create. Clip. Earn.*Create. Clip. Earn.*Create. Clip. Earn.*Create. Clip. Earn.*Create. Clip. Earn.*Create. Clip. Earn.*Create. Clip. Earn.*Create. Clip. Earn.*Create. Clip. Earn.*Create. Clip. Earn.*Create. Clip. Earn.*Create. Clip. Earn.*Create. Clip. Earn.*Create. Clip. Earn.*Create. Clip. Earn.*Create. Clip. Earn.*Create.",en,1,search:query,,,screenshots/clipfiofficial.com.jpg,0,,,0,CRYPTO_SCAM,3,HIGH,ClipFi,srv_fp:811e0897f489,"Creator economy platform, suspected scam",AS13335
crypto-beacon.net,Fewmoretaps OU d/b/a Trustname.com,2026-06-05,2027-06-05,,,62.60.226.89,IR,200,active_content,https://crypto-beacon.net,openresty,c7d46cc45975,False,,c72790811224d7af,,Финансовый гид FinAdvisor,Ваш спутник в мире финансов,,"Курс валют72.03 руб83.14 руб0.15 рубBTC $61,466.21ETH $1,635.65Ваш спутник в мире финансовСравнивайте платежные системы и получайте советы экспертов по важнейшим финансовым аспектам в жизниПлатежные системыБанки и кошелькиКриптовалютные биржиПереводы средствОплата по частямКредитные организацииРейтинги, достойные доверияПодберите правильное решение для себя и для своего бизнеса на основе более 500 обзоров, написанных нашими редактровами, и более 5 000 отзывов от настоящих людейОтзывы от реальных",ru,,,,,screenshots/crypto-beacon.net.jpg,0,,,0,CRYPTO_SCAM,3,HIGH,,srv_fp:c7d46cc45975,Suspicious cryptocurrency-related website with potential scam activity,
easyswape.org,Fewmoretaps OU d/b/a Trustname.com,2026-01-30,2027-01-30,,,,,200,active_content,https://easyswape.org/,cloudflare,0ab5f121ab0d,True,631673890,c099a8685f089622,,USDT to ETH | Instant Crypto Swap,,Easyswaps,"Swap whenever, whereverSellUSDTPrice: $0.999278BuyETHPrice: $1635.73ApplyGet StartedFirst-time users only: Use promo code EASYOFFER & get 10% extra tokens instantly.How it Works01. Connect WalletSecurely connect your crypto wallet to begin trading. Your wallet remains fully under your control while enabling safe, fast, and seamless transactions on the platform.02. Choose Buy & SellSelect the token you want to buy and the token you want to sell. Live market rates ensure transparent pricing and ac",en,,,,,screenshots/easyswape.org.jpg,0,,,0,CRYPTO_SCAM,3,HIGH,,srv_fp:0ab5f121ab0d; fav:631673890,Cryptocurrency scam website,
ervestiumhungary.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-09,2027-04-09,,,89.124.81.173,IE,403,active_content,https://ervestiumhungary.com,openresty,c7d46cc45975,False,,afe7b8c52d409cc4,,Attention Required! | Cloudflare,,,,,,,,,,0,,,0,CRYPTO_SCAM,3,HIGH,,srv_fp:c7d46cc45975,Cloudflare-protected website with suspicious security service,
espace-ca-pro.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-19,2027-05-19,,,82.25.113.107,GB,403,low_content,https://espace-ca-pro.com,cloudflare,811e0897f489,True,,beb3b0c56f6c0c41,,Attention Required! | Cloudflare,,,,,,,,,,0,,,0,CRYPTO_SCAM,3,HIGH,,srv_fp:811e0897f489,Cloudflare-protected website with suspicious security service,
eyeknown-platform.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-22,2027-05-22,,,104.21.2.179,US,200,active_content,https://eyeknown-platform.com,cloudflare,0ab5f121ab0d,True,-473546906,bb601d05ab79f5dd,,"Eyeknown — Secure Cryptocurrency Exchange | Buy, Sell & Swap Crypto","Stablecoin onboarding
built for global scale","Eyeknown is a trusted cryptocurrency exchange platform. Instantly swap Bitcoin, Ethereum, USDT and 200+ coins with the best market rates. Fast transactions, low fees, secure platform.","Stablecoin onboarding built for global scaleUniversal deposit addresses that settle exactly where you need them. Vault-ready, card-ready, trading-ready in under 10 seconds.From any chain to active balance.Talk to the teamExchangeTrusted by hundreds of businesses worldwideProven at global scale$8BStablecoin volumeproccessed globally<10sTypical time to activate user funds$10MLargest transaction size88%Reduced onboarding time for perps & neobanks100%KYT-screened. Compliance checks on every deposit+",en,,,,,screenshots/eyeknown-platform.com.jpg,0,,,0,CRYPTO_SCAM,3,HIGH,,srv_fp:0ab5f121ab0d; fav:-473546906,Secure cryptocurrency exchange,AS13335
faowox.com,Fewmoretaps OU d/b/a Trustname.com,2026-06-04,2027-06-04,,,188.114.97.3,US,200,active_content,https://faowox.com/,cloudflare,811e0897f489,True,-736095526,cb6f58990a6d155e,,Faowox: Most Popular Online Crypto Casino Based on Blockchain,Faowox - Best Online Crypto Casino,"Faowox is a blockchain-based crypto casino with transparent smart contracts, secure bets, and has been in service since 2017.","The Leading Blockchain CasinoFaowoxTake YourFree RewardAbout UsFAQVIP-ClubLog InRegisterWelcome to Faowox!Register at the world's #1 crypto casino right now and receive an exclusive bonus from us and our partners!Register40794Total Players Online51M+Total Registered Players$32.5B+Total Paid to PlayersOriginal GamesDiscover exciting gaming adventures and enjoy thrilling online gamesLicensed SlotsPlay licensed slots, get unforgettable experiences and big prizesAbout FaowoxFaowox - Best Online Cryp",,,,,,screenshots/faowox.com.jpg,0,,,0,CRYPTO_SCAM,3,HIGH,Casino,srv_fp:811e0897f489; fav:-736095526,"Most popular online crypto casino based on blockchain, potential scam.",AS13335
faufax.com,Fewmoretaps OU d/b/a Trustname.com,2026-06-08,2027-06-08,,,188.114.97.3,US,200,active_content,https://faufax.com,cloudflare,811e0897f489,True,,cb6f5889122d2ddc,,Faufax: Most Popular Online Crypto Casino Based on Blockchain,Faufax - Best Online Crypto Casino,"Faufax is a blockchain-based crypto casino with transparent smart contracts, secure bets, and has been in service since 2017.","The Leading Blockchain CasinoFaufaxTake YourFree RewardAbout UsFAQVIP-ClubLog InRegisterWelcome to Faufax!Register at the world's #1 crypto casino right now and receive an exclusive bonus from us and our partners!Register43339Total Players Online51M+Total Registered Players$32.5B+Total Paid to PlayersOriginal GamesDiscover exciting gaming adventures and enjoy thrilling online gamesLicensed SlotsPlay licensed slots, get unforgettable experiences and big prizesAbout FaufaxFaufax - Best Online Cryp",,,,,,screenshots/faufax.com.jpg,0,,,0,CRYPTO_SCAM,3,HIGH,Casino,srv_fp:811e0897f489,"Most popular online crypto casino based on blockchain, potential scam.",AS13335
ferro-protocol.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-09,2027-04-09,,,188.114.96.3,US,200,active_content,https://ferro-protocol.com,cloudflare,811e0897f489,True,,9b6890c7828bb1d5,,Ferro Protocol | Stablecoin DEX on Cronos,"Don’t lose on slippage
Trade on Ferro | Ferro Protocol — Your Decentralized Stablecoin Exchange on Cronos","Ferro Protocol is a decentralized stablecoin exchange on Cronos. Swap, stake FER, and earn yield with low slippage.","Crypto to Cash.SeamlesslyLink your Crypto.com card to your wallet and use your funds anywhere you shop.Learn MoreLiquidity StrategyAutomatically stake, harvest, and reinvest tokens to earn compounding rewards at up to APY 6.45%.Learn MorePool Boost is LIVEStake xFER and NFT to boost your pool APR!Go to Pool BoostLearn MoreDon’t lose on slippageTrade on FerroYour trusted stable swapvenue on CronosTRUST PROVEN BY Optimized to bring you the best rates to trade your stablecoins and pegged assets.Sup",en,,,,,screenshots/ferro-protocol.com.jpg,0,,,0,CRYPTO_SCAM,3,HIGH,,srv_fp:811e0897f489,Suspicious cryptocurrency-related scam website,AS13335
ferro-protocol.net,Fewmoretaps OU d/b/a Trustname.com,2026-04-14,2027-04-14,,,188.114.97.3,US,200,active_content,https://ferro-protocol.net/,cloudflare,811e0897f489,True,2024416091,e34b199b9702bbc6,,Ferro Protocol | Decentralized Stable Swap,Ferro Protocol,"Learn about Ferro Protocol, the decentralized stable swap protocol on Cronos. Our mission, technology, and team.","Ferro Protocol The leading decentralized stable swap protocol on the Cronos blockchain — built for efficiency, security, and maximum yield for every participant. Our Mission Ferro Protocol was created with a single purpose: to give DeFi users the most efficient and lowest-slippage environment for swapping stablecoins and pegged assets on Cronos. We believe that every basis point matters, and that traders deserve better than high-fee generalist DEXes. By concentrating liquidity around pegged-valu",en,,,,,screenshots/ferro-protocol.net.jpg,0,,,0,CRYPTO_SCAM,3,HIGH,,srv_fp:811e0897f489; fav:2024416091,Suspicious cryptocurrency-related scam website,AS13335
feudox.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-21,2027-04-21,,,188.114.96.3,US,200,active_content,https://feudox.com,cloudflare,811e0897f489,True,,cb6f58894a29a5de,,Feudox: Most Popular Online Crypto Casino Based on Blockchain,Feudox - Best Online Crypto Casino,"Feudox is a blockchain-based crypto casino with transparent smart contracts, secure bets, and has been in service since 2017.","The Leading Blockchain CasinoFeudoxTake YourFree RewardAbout UsFAQVIP-ClubLog InRegisterWelcome to Feudox!Register at the world's #1 crypto casino right now and receive an exclusive bonus from us and our partners!Register36834Total Players Online51M+Total Registered Players$32.5B+Total Paid to PlayersOriginal GamesDiscover exciting gaming adventures and enjoy thrilling online gamesLicensed SlotsPlay licensed slots, get unforgettable experiences and big prizesAbout FeudoxFeudox - Best Online Cryp",,,,,,screenshots/feudox.com.jpg,0,,,0,CRYPTO_SCAM,3,HIGH,Casino,srv_fp:811e0897f489,"Most popular online crypto casino based on blockchain, potential scam.",AS13335
fortunejack-casino.org,Fewmoretaps OU d/b/a Trustname.com,2026-04-14,2027-04-14,,,188.114.96.3,US,200,active_content,https://fortunejack-casino.org/,cloudflare,811e0897f489,True,-1454134845,ac28c9094a48dded,,Fortunejack Casino | Online Casino & Crypto Slots,"Fortunejack Casino deals you 110% up to $1,500","Play 5,000+ slots and live dealer games with crypto security. Exclusive bonuses for players who know the game. Start winning.","Fortunejack Casino FORTUNE WHEEL VIP VAULT Main Lobby Rewards Tournaments Fortune Wheel VIP Lounge Floor Slots Live Tables Tables Jackpots Megaways All Games Support Help Center About Security EN Support Search games or providers Login Join WELCOME BONUS Fortunejack Casino deals you 110% up to $1,500 Over 5,000 games from premium providers, backed by Curacao licensing. Step up to a platform built for players who take the game seriously. Claim the Bonus 18+ only. Terms and conditions apply. Curac",en,,,,,screenshots/fortunejack-casino.org.jpg,0,,,0,CRYPTO_SCAM,3,HIGH,Fortunejack,srv_fp:811e0897f489; fav:-1454134845,Online casino and crypto slots with rewards and tournaments,AS13335
fusionminepro.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-30,2027-05-30,,,188.114.97.3,US,200,active_content,https://fusionminepro.com,cloudflare,811e0897f489,True,,ef2694c18e1cc9cb,,FusionMinePro — 3.2% Daily USDT Returns,"Your USDT, working 24/7","Earn 3.2% daily returns on your USDT deposits. Instant withdrawals, 3-level referral commissions.","Live: paying 3.2% daily to all membersYour USDT, working 24/7Deposit USDT on BEP20, earn a fixed 3.2% daily return, and withdraw your profits instantly. No manual actions. Capital returned in full after 180 days.Claim $10 bonus Sign in3.2%Daily ROI$20Min deposit$1Min withdrawal180dLock period3.2% Daily ReturnsFully automated. Profits credited every 24 hours, no manual claiming required.Instant WithdrawalsWithdraw from $1 via OxaPay on the BEP20 network. Processed instantly, 24/7.Capital Returned",en,,,,,screenshots/fusionminepro.com.jpg,0,,,0,CRYPTO_SCAM,3,HIGH,,srv_fp:811e0897f489,Cryptocurrency scam website,AS13335
gadaihuat.xyz,Fewmoretaps OU d/b/a Trustname.com,2026-05-04,2027-05-04,,,188.114.97.3,US,200,active_content,https://gadaihuat.xyz,cloudflare,811e0897f489,True,-736095526,c4ff49d81f0a96a0,,Gadaihuat: Most Popular Online Crypto Casino Based on Blockchain,Gadaihuat - Best Online Crypto Casino,"Gadaihuat is a blockchain-based crypto casino with transparent smart contracts, secure bets, and has been in service since 2017.","GadaihuatTake YourFree RewardAbout UsFAQVIP-ClubLog InRegisterWelcome to Gadaihuat!Register at the world's #1 crypto casino right now and receive an exclusive bonus from us and our partners!Register54684Total Players Online51M+Total Registered Players$32.5B+Total Paid to PlayersOriginal GamesDiscover exciting gaming adventures and enjoy thrilling online gamesLicensed SlotsPlay licensed slots, get unforgettable experiences and big prizesAbout GadaihuatGadaihuat - Best Online Crypto CasinoSince 20",,,,,,screenshots/gadaihuat.xyz.jpg,0,,,0,CRYPTO_SCAM,3,HIGH,Casino,srv_fp:811e0897f489; fav:-736095526,Fake online crypto casino based on blockchain,AS13335
