domain,registrar,registered_at,expiring_at,emails,phones,ip,ip_country,status_code,page_type,final_url,server,server_fp,is_cloudflare,favicon_mmh3,body_simhash,parking_service,title,h1,meta_desc,body_text_500,lang,form_count,field_types,form_labels,captcha,screenshot,threat_hits,threat_sources,threat_types,ti_max_severity,category,severity,severity_label,brand,notes,groq_desc,ip_asn
bets10-mobilegir2.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-27,2027-03-27,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-mobilegirisi.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-03,2027-04-03,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-mobilegirisyap.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-11,2027-03-11,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-mobilkazanci.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-04,2027-04-04,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-mobilkazanclari.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-28,2027-03-28,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-moneyadres.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-06,2027-05-06,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-netkazanc.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-04,2027-04-04,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-officialgiris.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-09,2027-03-09,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-officialturkey.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-20,2027-03-20,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-onlinecasino.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-19,2027-03-19,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-onlinedestek.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-27,2027-03-27,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-onlineerisimler.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-23,2027-04-23,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-onlinegirisi.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-28,2027-03-28,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-onlinegirisler.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-04,2027-04-04,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-onlinekazanc.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-21,2027-03-21,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-onlinetekgiris.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-17,2027-04-17,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-orginalgiris.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-04,2027-04-04,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-orjinaladresi.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-15,2027-03-15,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-orjinaladresleri.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-10,2027-04-10,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-orjinalresmi.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-07,2027-04-07,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-orjinaltekadresi.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-28,2027-03-28,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-pokeradresi.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-20,2027-03-20,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-promosyongiris.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-16,2027-03-16,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-ramazangiris.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-11,2027-03-11,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-resmiadresler.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-03,2027-04-03,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-resmibahis.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-07,2027-04-07,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-resmigirisi.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-13,2027-03-13,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-resmilergiris.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-22,2027-04-22,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-resmimobil.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-22,2027-03-22,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-resmiozeladres.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-24,2027-03-24,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-resmiturkiyegirisadres.com,Fewmoretaps OU d/b/a Trustname.com,2026-02-22,2027-02-22,,,172.67.148.91,US,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,AS13335
bets10-resmiyeni.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-16,2027-03-16,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-sanalspor.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-21,2027-03-21,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-serigirisegel.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-23,2027-03-23,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-serikazanc.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-09,2027-03-09,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-serikazanclar.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-04,2027-04-04,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-serionline.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-12,2027-05-12,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-seritekadres.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-20,2027-03-20,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-seriyenigirisi1.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-06,2027-03-06,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-sevilenadres.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-18,2027-03-18,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-sevilenadresleri.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-23,2027-03-23,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-sevilengiris.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-27,2027-04-27,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-sevilenozeladres.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-23,2027-03-23,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-slotadresi.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-19,2027-03-19,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-softwaregiris.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-23,2027-03-23,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-sporbahisgirisi.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-20,2027-03-20,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-sporbahisleri.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-21,2027-03-21,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-tekadresi.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-10,2027-03-10,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-tekgiris.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-05,2027-05-05,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-tekguncel.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-04,2027-04-04,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-tekguncelgiris.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-03,2027-04-03,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-tekguncelgirisi.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-08,2027-03-08,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-tekhizligiris.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-15,2027-03-15,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-tekonlinegirisler.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-20,2027-04-20,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-tekorjinal.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-12,2027-03-12,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-tekorjinaladres.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-09,2027-04-09,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-tekresmiadres.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-13,2027-03-13,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-tekresmiyet.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-19,2027-03-19,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-tekseriorjinal.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-11,2027-04-11,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-tekyenilenen.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-18,2027-03-18,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-tradresleri.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-09,2027-04-09,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-trgirisleri.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-07,2027-04-07,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-trguncelgiris.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-15,2027-03-15,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-turkiyeadresi.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-03,2027-05-03,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-turkiyeguncel.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-15,2027-03-15,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-turkiyelisans.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-20,2027-04-20,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-turkiyeresmi.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-03,2027-04-03,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-turkiyeresmiadresgiris.com,Fewmoretaps OU d/b/a Trustname.com,2026-02-22,2027-02-22,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-turkiyetekgiris.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-10,2027-03-10,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-ultimatekazanc.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-23,2027-03-23,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-vipadres.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-13,2027-05-13,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-viperisim.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-22,2027-05-22,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-vipgiris.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-18,2027-03-18,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-vipglobal.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-22,2027-03-22,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-viprehbergiris.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-12,2027-05-12,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-viprehbetgiris.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-12,2027-05-12,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-vipturkey.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-17,2027-03-17,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-webadresi.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-22,2027-05-22,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-webgiris.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-05,2027-05-05,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-yatirimgiris.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-25,2027-03-25,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-yenigirisadresi.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-08,2027-03-08,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-yenigirisleri.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-13,2027-05-13,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-yenilenenadres.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-21,2027-03-21,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-yenilenenadres1.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-22,2027-03-22,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-yenilenenadresi.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-24,2027-03-24,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-yenilenenlive.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-08,2027-05-08,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-yenilenenresmi.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-05,2027-04-05,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-yenionlinegiris.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-20,2027-03-20,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-yeniozelgiris.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-22,2027-03-22,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-yenitekadres.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-20,2027-05-20,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10-yuksekgelir.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-24,2027-03-24,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10adresguncelgiris.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-08,2027-03-08,,,172.67.135.94,US,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,AS13335
bets10adresresmi.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-21,2027-04-21,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10adrestrguncel.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-16,2027-05-16,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10adresturkiye.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-02,2027-03-02,,,172.67.220.254,US,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,AS13335
bets10adresturkiyegiris.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-30,2027-04-30,,,130.12.180.239,DE,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,AS202412
bets10adresyeni.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-21,2027-04-21,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10aktifcasino.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-11,2027-05-11,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10caligiris.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-05,2027-03-05,,,188.114.96.3,US,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,AS13335
bets10de.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-25,2027-05-25,,,172.67.189.30,US,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,AS13335
bets10digitalgiris.com,Fewmoretaps OU d/b/a Trustname.com,2026-06-05,2027-06-05,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10erisimofficial.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-06,2027-05-06,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10gamesgiris.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-15,2027-05-15,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10girisegel.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-14,2027-05-14,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10girisiadres.com,Fewmoretaps OU d/b/a Trustname.com,2026-06-01,2027-06-01,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10girisinadresi.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-29,2027-04-29,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10girisrehberi.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-06,2027-05-06,,,188.114.97.3,US,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,AS13335
bets10giristurkiye.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-02,2027-03-02,,,188.114.97.3,US,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,AS13335
bets10giristurkiyeadres.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-30,2027-04-30,,,130.12.180.239,DE,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,AS202412
bets10globalerisim.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-03,2027-05-03,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10gunceladresler.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-03,2027-05-03,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10guncelcasinogel.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-05,2027-05-05,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10guncelgiristurkiye.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-30,2027-04-30,,,130.12.180.239,DE,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,AS202412
bets10guncelkazanc.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-22,2027-04-22,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10guncelresmigirisadres.com,Fewmoretaps OU d/b/a Trustname.com,2026-02-27,2027-02-27,,,188.114.96.3,US,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,AS13335
bets10guncelresmiturkiyeadres.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-07,2027-04-07,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10guncelturkiye.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-03,2027-03-03,,,188.114.97.3,US,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,AS13335
bets10guncelturkiyegirisadres.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-12,2027-03-12,,,81.17.31.90,CH,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10guvenliadresi.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-11,2027-05-11,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10kazancgiris.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-04,2027-05-04,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10milyonkazanc.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-13,2027-05-13,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10mobile3.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-25,2027-03-25,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10mobilelive.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-02,2027-05-02,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10orjinaladres.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-23,2027-04-23,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10orjinalresmi.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-12,2027-04-12,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10oyungiris.com,Fewmoretaps OU d/b/a Trustname.com,2026-06-07,2027-06-07,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10resmigirisi.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-14,2027-04-14,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10resmigiristurkiye.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-30,2027-04-30,,,130.12.180.239,DE,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,AS202412
bets10resmiguncel.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-20,2027-04-20,,,188.114.96.3,US,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,AS13335
bets10resmigunceladres.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-29,2027-04-29,,,130.12.180.241,DE,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,AS202412
bets10resmiguncelgirisadres.com,Fewmoretaps OU d/b/a Trustname.com,2026-02-25,2027-02-25,,,188.114.97.3,US,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,AS13335
bets10resmiturkiye.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-03,2027-03-03,,,188.114.97.3,US,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,AS13335
bets10resmiturkiyeadresgiris.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-12,2027-05-12,,,130.12.180.245,DE,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,AS202412
bets10resmiturkiyegunceladres.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-07,2027-04-07,,,172.67.178.59,US,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,AS13335
bets10resmiweb.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-04,2027-05-04,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10sportsgiris.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-17,2027-05-17,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10tekorjinal.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-02,2027-05-02,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10tekorjinalgiris.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-29,2027-04-29,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10tr-casino.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-19,2027-03-19,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
bets10tr-guncelgiris.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-09,2027-04-09,,,,,,dead,,,,False,,,,,,,,,,,,,,0,,,0,DEAD,0,INFO,,,,
